date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,category,category_encoded
0,-0.42386352927045595,-0.4411222714257526,-0.8432036422165167,-0.8299710510256081,-0.19343401651598566,-0.022416477023764075,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-0.5652237787197774,-0.6724637247383745,-0.5310137574745318,1.2216704556114866,1522,36,62,0,Rendah,0
0,3.249598100615007,1.7597046792884148,0.4328015405110024,1.568528264230136,-0.16171765594030985,0.9065546428799773,-0.08500441132823326,4.830079307522804,2.2864163101012482,1.7895590334718103,-0.06912828251973294,-1.6746929464938702,-0.8256934498609358,3899,35,58,0,Tinggi,2
0,-0.3724244238785301,-0.4411222714257526,-0.2052010508527571,-0.21736732981310197,-0.08097750076655513,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,0.11917122580881215,-0.6724637247383745,-0.16099990220356944,-0.8256934498609358,2291,18,26,0,Rendah,0
0,-0.2340709679967985,-0.4411222714257526,0.11380024482912263,-0.14468553238110973,-0.19014532534908782,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,-0.9596208999735408,1.4823057117567737,-0.26191277182292283,-0.8256934498609358,4263,3,7,0,Sedang,1
0,-0.0034818748605791494,0.6592912039313311,0.4328015405110024,-0.20698421589424595,-0.12130577295724311,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,-0.7972220853396382,1.0513518244577442,0.17537632986094184,1.2083957769226379,4352,31,31,0,Sedang,1
0,-0.10990761015421885,-1.5415357467828363,-1.481206233580276,-1.3075942912929857,-0.23613126115740513,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-1.0988198839454573,-0.6724637247383745,-1.102853351984201,1.2104380351824608,3521,35,54,0,Sedang,1
0,-0.3848407596627881,-1.5415357467828363,-0.2052010508527571,-0.819587937106752,-0.3425956701196913,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-0.5536238633887843,-0.6724637247383745,0.17537632986094184,-0.8256934498609358,2286,31,31,0,Rendah,0
0,-0.1240977081933708,0.6592912039313311,0.4328015405110024,0.5925155558576688,0.585707087397541,0.9065546428799773,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,1.0239646216262694,-0.6724637247383745,0.6126654315448065,-0.8256934498609358,2038,21,23,0,Sedang,1
0,-0.17642369471274366,-0.4411222714257526,0.4328015405110024,0.3017883661296998,2.050512429345142,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,-0.29842572610693735,1.180637990647453,0.478114938719002,-0.8256934498609358,3369,27,27,0,Sedang,1
0,0.1561567280798804,0.6592912039313311,-0.2052010508527571,-0.6430750004861994,-0.24114790870013067,-0.022416477023764075,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-0.3564253027619026,-0.6724637247383745,-0.8673899895390431,1.2267761012610436,3846,35,54,0,Tinggi,2
0,-0.1577991910363567,-0.4411222714257526,-0.5242023465346368,-0.44579583602793477,-0.2099332128787274,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-0.13602691147303478,-0.6724637247383745,-0.7664771199196897,1.2104380351824608,4510,20,67,0,Sedang,1
0,1.5042160417993165,0.6592912039313311,0.4328015405110024,0.8105609481536454,-0.3024624897778871,-0.022416477023764075,-0.08500441132823326,-0.3091943441524168,2.2864163101012482,0.09597139514682607,1.5038534061217252,-2.078344424971284,1.2043112604029922,3025,35,48,0,Tinggi,2
0,0.06480797195283966,-0.4411222714257526,-0.5242023465346368,0.19795722694113943,0.0011004270852597211,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,0.1655708871327843,0.10325327239987891,0.3099268226867464,-0.8256934498609358,1473,33,42,0,Tinggi,2
0,-0.3316278920159682,-0.4411222714257526,-1.481206233580276,-1.0895488989970088,-0.23459839663046123,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,-0.8552216619946034,-0.6724637247383745,-0.5310137574745318,1.2257549721311323,2176,35,49,0,Rendah,0
0,1.1494635908205175,1.7597046792884148,0.7518028361928821,0.8001778342347894,-0.1497334423660211,-0.022416477023764075,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,1.2559629282461302,-0.6724637247383745,-1.06921572877775,1.1849098069346748,2905,35,48,0,Tinggi,2
0,-0.5489137682404825,-0.4411222714257526,-0.8432036422165167,-0.9753346458895925,-0.14304457897572037,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,-0.72762259335368,-0.6724637247383745,-0.19463752541002058,-0.8256934498609358,808,18,26,0,Rendah,0
0,-0.23584473025169247,-0.4411222714257526,-0.8432036422165167,-0.5911594308919192,-0.2272127766370042,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,-0.29842572610693735,-0.6724637247383745,-0.4973761342680807,-0.8256934498609358,1060,3,6,0,Sedang,1
0,-0.32719348637873324,0.6592912039313311,1.0708041318747619,1.00784011261191,-0.2124136663859639,0.9065546428799773,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,1.4879612348659912,-0.6724637247383745,0.8817664171964156,-0.8256934498609358,276,1,45,0,Sedang,1
0,-0.5215091414023704,-0.4411222714257526,-0.5242023465346368,-0.79882170926904,-0.2506795390313092,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-0.5304240327267982,-0.6724637247383745,0.5453901851319043,1.2165648099619293,1147,10,73,0,Rendah,0
0,-0.49126649495642777,-0.4411222714257526,-0.8432036422165167,-0.9961008737273046,-0.1275208418573975,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-0.750822424015666,-0.6724637247383745,0.41083969230609974,1.2257549721311323,528,27,27,0,Rendah,0
0,0.3512705761182198,-0.4411222714257526,-0.5242023465346368,0.1045092016714351,-0.11913189235539538,0.9065546428799773,-0.08500441132823326,-0.3091943441524168,2.2864163101012482,-0.32162555676892346,0.8143271864432778,-1.607417700080968,-0.8256934498609358,2722,35,54,0,Tinggi,2
0,-0.20746453417338856,0.6592912039313311,-1.481206233580276,-0.7157567979181917,-0.16868522197187308,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,-0.4376247100788539,-0.6724637247383745,-0.564651380680983,1.1951210982337892,3053,3,5,0,Sedang,1
0,0.13132405651136447,-0.4411222714257526,0.11380024482912263,-0.4042633803525106,-0.3701314910764292,1.8355257627837187,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-0.4144248794168678,-0.06912828251973294,1.1508674028480246,-0.8256934498609358,2654,35,46,0,Tinggi,2
0,0.10737826607029553,0.6592912039313311,0.4328015405110024,0.6132817836953808,-0.07222623783091171,0.9065546428799773,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,1.0471644522882555,-0.6724637247383745,0.6799406779577087,-0.8256934498609358,71,5,9,0,Tinggi,2
0,-0.10103879887974887,0.6592912039313311,-0.5242023465346368,-0.5600100891353511,-0.23613126115740513,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-0.8088220006706313,0.34027791041434524,-0.39646326464872733,1.2053323895329036,1687,35,60,0,Sedang,1
